Respiratory Seq ID	ABCTL CovSeq Code	Date	Location Code	QC	run	notes
I101412	AWMT580(2)	230417	ASUT06	37223	357	
I101413	AWMT581(2)	230417	ASUT02	97844	357	
I101414	AWMT582(2)	230417	ASUT04	49456	357	
I101415	AWMT583(2)	230417	ASUT03	171028	357	
I101416	AWMT584(2)	230417	ASUT07	233593	357	
I101417	AWMT585(2)	230417	ASUT08	396777	357	
I101418	AWMT586(2)	230417	ASUT10	1417	357	
I101419	AWMT587(2)	230417	ASUT19	165213	357	
I101420	AWMT588(2)	230417	ASUT11	44	357	
I101421	AWMT589(2)	230417	ASUT12	1191805	357	
I101422	AWMT590(2)	230417	ASUT15	231746	357	
I101423	AWMT591(2)	230417	ASUT20	4488	357	
I101424	AWMT592(2)	230417	ASUT14	91556	357	
I101425	AWMT593(2)	230417	ASUT16	30465	357	
I101426	AWMT594(2)	230417	ASUT21	94124	357	
I101427	AWMT595(2)	230417	ASUT17	233417	357	
I101428	AWMP72(2)	230410	ASUP01	2	357	
I101429	AWMP73(2)	230410	ASUP02	159300	357	
I101430	AWMP74(2)	230410	ASUP03	96324	357	
I101431	AWMP75(2)	230410	ASUP04	460	357	
I101432	AWMP76(2)	230410	ASUP07	8124	357	
I101433	AWMP77(2)	230410	ASUP05	3507	357	
I101434	AWMP78(2)	230410	ASUP06	111839	357	
I101435	AWMP79(2)	230410	ASUP08	209774	357	
I101436	AWMD12(2)	230405	ASUDT01	173	357	
I101437	AWMD13(2)	230405	ASUDT02	16495	357	
I101438	AWMW33(2)	230405	ASUW01	100211	357	
I101439	AWMW34(2)	230405	ASUW02	269696	357	
I101440	AWMW35(2)	230405	ASUW03	156167	357	
I101441	AWMW36(2)	230406	ASUW04	60454	357	
